,0,1,2
0,0.059288535,0.010152249,0.0059065893
1,0.04274043,0.0068138344,0.008735429
2,0.057734333,0.011322438,0.009702362
3,0.036639314,0.00846031,0.008196839
4,0.070738,0.013231592,0.013858914
5,0.03675498,0.012346773,0.009183954
6,0.03862884,0.009592589,0.0064127212
7,0.062008463,0.010383455,0.007845693
8,0.046023935,0.012767437,0.008115984
9,0.030811323,0.0058187786,0.007772349
10,0.03875643,0.012510254,0.008069457
11,0.035079166,0.00800776,0.006965892
12,0.057641584,0.016568514,0.008820608
13,0.02927038,0.0129594905,0.006639842
14,0.031186342,0.009668474,0.008392163
15,0.047613785,0.013110542,0.006386403
16,0.052251555,0.012365142,0.0076587005
17,0.04215982,0.0054448647,0.0035539526
18,0.03401538,0.012044424,0.008860701
19,0.07414216,0.013744542,0.00995168
20,0.037358526,0.0117111765,0.0059955074
21,0.056562938,0.020479875,0.010136871
22,0.039009795,0.004363476,0.005135091
23,0.038111746,0.008046362,0.006217077
24,0.045148917,0.007814428,0.005779826
25,0.06598616,0.0036557314,0.005501268
26,0.07295721,0.0078778025,0.0057708076
27,0.04285855,0.00605938,0.00880811
28,0.058489267,0.02008085,0.0064625144
29,0.033972345,0.020053178,0.0045962445
30,0.049549054,-0.016903322,0.003441854
31,0.059783634,0.022543306,0.009662689
32,0.06319103,-0.009823022,-0.0006710714
33,0.044541545,-0.0009887144,-0.0039592804
34,0.05271059,0.0018387227,0.0024331138
35,0.021989832,-0.001085958,-0.0021108892
36,0.024212332,0.014269449,0.011857233
37,0.036511555,0.015043494,0.007720943
38,0.0479971,0.02155165,0.008707566
39,0.050923083,0.00057577336,0.0023803043
40,0.04887688,0.011027265,0.008511087
41,0.060200315,0.015774274,0.00713762
42,0.06723842,0.012805005,0.009366045
43,0.035022233,0.015883606,0.0055404957
44,0.06318256,0.00799643,0.0026674403
45,0.03591639,0.01598134,0.0064346576
46,0.041040305,0.01895195,0.007130285
47,0.04326187,0.011361923,0.005689226
48,0.057232626,0.0124532925,0.007698114
49,0.023744022,0.010430072,0.006791787
50,0.02942117,0.009937235,0.006536017
51,0.042598803,0.014619655,0.0057437196
52,0.055466827,0.014216647,0.0069725793
53,0.07000529,0.019434663,0.010378795
54,0.06426906,0.008073725,0.004268096
55,0.051145002,0.0054555484,0.0042970804
56,0.072278164,0.005797156,0.000512953
57,0.051883124,0.011460706,0.0031437909
58,0.058500268,0.017946135,0.00755362
59,0.06585135,0.00868366,0.008708932
60,0.05431019,0.009476677,0.0030098413
61,0.05174193,0.0110088615,0.007866298
62,0.050577406,0.004705257,0.005072349
63,0.068833165,0.01698676,0.008821773
64,0.058495596,0.017101493,0.008057154
65,0.0518226,0.014040703,0.008512091
66,0.052807238,0.012333943,0.006405915
67,0.06311265,0.01564382,0.0077970414
68,0.072887525,0.026724055,0.011528946
69,0.06486568,0.012722621,0.0057497676
70,0.048694048,0.010186983,0.008178821
71,0.06268404,0.016040843,0.008025317
72,0.06432623,0.016694618,0.007359481
73,0.07425481,0.009416601,0.005120671
74,0.05904083,0.013821142,0.00981214
75,0.060660128,0.011714788,0.007231854
76,0.051283076,0.013688882,0.008588826
77,0.048022356,0.00030182733,0.0043410016
78,0.05071729,0.011311653,0.007200174
79,0.03319035,0.012208023,0.006330694
80,0.048081532,0.0102731865,0.008958914
81,0.030222543,0.007053687,0.0059174504
82,0.021659188,0.013328781,0.0043911473
83,0.05997012,0.004853301,0.008766707
84,0.06002703,0.016567005,0.007844878
85,0.07336251,0.012369879,0.008772654
86,0.041514397,0.012486793,0.004769324
87,0.042632286,0.009284369,0.0073824837
88,0.08382951,0.0167032,0.011852143
89,0.033542883,0.0114859985,0.00806063
90,0.020003736,0.0047233896,0.0057058246
91,0.044593338,0.009432137,0.008747102
92,0.06656013,0.0015899611,0.009061156
93,0.044047132,0.017980138,0.008607071
94,0.07635072,0.0061089224,0.005945077
95,0.026493242,-0.016029848,-0.0054716775
96,0.025827775,0.010402505,0.008719933
97,0.041995883,0.016796429,0.0076422486
98,0.044527233,0.015566556,0.008181025
99,0.030570315,0.0023679594,0.0069595855
100,0.03672551,0.009835315,0.0061917184
101,0.033399172,0.012712306,0.0073693045
102,0.046632685,0.013805778,0.007418608
103,0.03956436,0.0060707573,0.004127976
104,0.06657309,0.009021054,0.008032515
105,0.06315285,0.006827106,0.005624578
106,0.03085834,0.009429213,0.007705231
107,0.05166603,0.012541974,0.009682173
