score	X_name	y_name
0.2161204441396776	SC	social
0.3259793646010657	SC	social
0.2497961453041094	SC	social
0.2733423228465973	SC	social
-0.0570691616734733	SC	social
0.111003738686476	SC	social
-0.2043157447470354	SC	social
0.1210824965624054	SC	social
0.1098296424906498	SC	social
0.05725043331107407	SC	social
0.2745830250500455	SC	social
0.1818441971496952	SC	social
0.1073734096792537	SC	social
0.2073538629390648	SC	social
0.0828460168506122	SC	social
0.1284725304471612	SC	social
-0.1409429102530107	SC	social
-0.1693179292087667	SC	social
0.02779112544600283	SC	social
0.1883872629622207	SC	social
0.3366165038930258	SC	social
-0.2532129319787534	SC	social
0.14635072660647	SC	social
0.235366100547371	SC	social
-0.008471745206272105	SC	social
0.1345116992857042	SC	social
0.1157135336053822	SC	social
0.1777109866451441	SC	social
2.466805389590974e-17	SC	social
3.289073852787961e-17	SC	social
0.1367303938405003	SC	social
0.2649766046194229	SC	social
0.10555319201380688	SC	social
0.09408312064146081	SC	valuation
-0.03098403236483669	SC	valuation
0.08365483770197671	SC	valuation
0.276595669956754	SC	valuation
0.1039207311193254	SC	valuation
-0.08567872007416918	SC	valuation
0.03856047594282912	SC	valuation
-0.08850310032339236	SC	valuation
0.1472945011289454	SC	valuation
0.2141064660732457	SC	valuation
0.01358556868316255	SC	valuation
-0.003515879623214301	SC	valuation
-0.1953646010964592	SC	valuation
-0.1869484929040368	SC	valuation
0.1296456369212972	SC	valuation
0.005564662772004782	SC	valuation
0.1438723767957641	SC	valuation
0.1452266555665244	SC	valuation
0.01686996149644367	SC	valuation
-0.1055281018838844	SC	valuation
0.1442039332778565	SC	valuation
-0.1742471060345283	SC	valuation
0.03285801601191753	SC	valuation
0.06069575786999015	SC	valuation
-0.1432018949174278	SC	valuation
-0.002025255704578506	SC	valuation
-0.2489223693364386	SC	valuation
-0.004792760699381319	SC	valuation
-5.175699971392229e-18	SC	valuation
-1.035139994278446e-17	SC	valuation
-0.01773301236819802	SC	valuation
0.01920042382884874	SC	valuation
0.01195292088930629	SC	valuation
0.3282166052024224	SC	affect
-0.08824275633567616	SC	affect
0.2340117272188638	SC	affect
0.1722927151131472	SC	affect
0.2075326230924719	SC	affect
0.3142245259412276	SC	affect
0.2045727465749036	SC	affect
0.2236034375323744	SC	affect
0.3950159307639303	SC	affect
0.06878767088805827	SC	affect
-0.03391866057225156	SC	affect
0.1693970337349521	SC	affect
0.1717101067085508	SC	affect
0.2735806185753077	SC	affect
-0.01213825363429321	SC	affect
0.1319128033750072	SC	affect
0.2017919653036605	SC	affect
0.1923994107170513	SC	affect
-0.06843356322084185	SC	affect
0.1866590061476331	SC	affect
0.2650459291346899	SC	affect
-0.1086650796996799	SC	affect
0.02136720140842302	SC	affect
0.2499934978184631	SC	affect
0.1229026912310691	SC	affect
0.3785439388725007	SC	affect
0.4252685087789495	SC	affect
0.2728019620695647	SC	affect
1.999240969341705e-17	SC	affect
-9.99620484670852e-18	SC	affect
-0.02131869549820742	SC	affect
0.4399373961006626	SC	affect
0.16621415760446673	SC	affect
0.1893464727466345	FC	social
0.3279734986500304	FC	social
0.2233582220010566	FC	social
0.333259249609194	FC	social
0.1668028239242164	FC	social
0.1394968564863186	FC	social
0.1709338689613825	FC	social
0.2056792416454203	FC	social
0.05993830045769938	FC	social
0.3707883095218305	FC	social
0.2060710554628929	FC	social
0.2102321208987431	FC	social
0.261334020113311	FC	social
0.2081957059115494	FC	social
0.03370770821499178	FC	social
0.3257725106011013	FC	social
-0.1656944466314176	FC	social
-0.1528686522743816	FC	social
0.1163329497233312	FC	social
0.3305085326673264	FC	social
0.332597337431186	FC	social
-0.09646700067896816	FC	social
0.1933866296563695	FC	social
0.3783561052326237	FC	social
0.1744883978825034	FC	social
0.397974648378003	FC	social
0.178966455967155	FC	social
0.356012247452139	FC	social
0.3441918801387719	FC	social
0.3695086815633159	FC	social
0.2620331976539405	FC	social
0.4343291867396027	FC	social
0.21520456612837105	FC	social
0.1413147173167398	FC	valuation
-0.05696755985636438	FC	valuation
0.009614442945298514	FC	valuation
0.1584491368046625	FC	valuation
0.1547596855099911	FC	valuation
-0.03187000656780203	FC	valuation
-0.06467164503399189	FC	valuation
-0.08942403414917463	FC	valuation
0.1791456094163265	FC	valuation
0.3205789499674258	FC	valuation
-0.08200776701537917	FC	valuation
0.1272325510094399	FC	valuation
-0.1441969563745462	FC	valuation
-0.2359516108516694	FC	valuation
0.2938177122213143	FC	valuation
0.06163282347604498	FC	valuation
0.2164346556509801	FC	valuation
0.2421926268776675	FC	valuation
0.06999060495848315	FC	valuation
0.01636078197457107	FC	valuation
0.07855811749270587	FC	valuation
0.04138164395119025	FC	valuation
0.09869894042310942	FC	valuation
-0.1015144436338469	FC	valuation
-0.1765196797318065	FC	valuation
-0.15622397207355	FC	valuation
-0.1996736827190566	FC	valuation
0.08551595055646376	FC	valuation
0.04579460578936453	FC	valuation
0.2658899645900721	FC	valuation
-0.06083454716310747	FC	valuation
0.0644417462787433	FC	valuation
0.03974841756375934	FC	valuation
0.2672753141477363	FC	affect
0.002279776951149434	FC	affect
0.361133926104764	FC	affect
0.2152873183658674	FC	affect
0.2346065291972045	FC	affect
0.3518732469998134	FC	affect
0.535090079090666	FC	affect
0.4513893552328206	FC	affect
0.5262805045207551	FC	affect
-0.01834115813168027	FC	affect
-0.02587367456004727	FC	affect
0.0904499281026394	FC	affect
0.3006603933865786	FC	affect
0.4545121732032116	FC	affect
0.1580228684862396	FC	affect
0.2077072872375011	FC	affect
0.3486146325856789	FC	affect
0.3663987116847816	FC	affect
0.00819030002592387	FC	affect
0.3262868086314683	FC	affect
0.3791069746581758	FC	affect
-0.1566881001322188	FC	affect
0.0619296396161367	FC	affect
0.2524026170210072	FC	affect
0.246013047921805	FC	affect
0.6112282465237813	FC	affect
0.5217569528671807	FC	affect
0.4887969887468891	FC	affect
0.1711498007187738	FC	affect
0.04177709914682831	FC	affect
0.1588856239263164	FC	affect
0.4855038941750148	FC	affect
0.26324084707664885	FC	affect
