score	X_name	y_name
0.3152776101403858	SC	social
0.3796726087575993	FC	social
0.5206873083576359	SC	social
0.5114927662932257	FC	social
0.2584656715068193	SC	social
0.5135092650396859	FC	social
0.4651173237080689	SC	social
0.4428287928740925	FC	social
0.253637895597522	SC	social
-0.01440030792337736	FC	social
0.539528442527174	SC	social
0.5606478691322234	FC	social
-0.2008107761459958	SC	social
0.2798559802530239	FC	social
0.07646680608453531	SC	social
0.5620614291863837	FC	social
-0.08853431960185593	SC	social
0.7182970748467183	FC	social
0.2361264521128209	SC	social
0.4052871219484682	FC	social
0.5439445445439134	SC	social
0.3018117523658069	FC	social
0.2012580835293894	SC	social
0.7275114742766381	FC	social
-0.3454155905044644	SC	social
-0.2011474693271643	FC	social
-0.2466443485181003	SC	social
-0.3271055105542968	FC	social
0.4725569462859962	SC	social
0.3858048330058019	FC	social
0.6550167021424569	SC	social
0.1730586802571172	FC	social
0.2507804768104339	SC	social
0.02063626839920853	FC	social
0.3243859530817496	SC	social
0.2214473630087511	FC	social
0.423738193488115	SC	social
0.653203636410878	FC	social
0.3181336731649438	SC	social
0.5346311749033962	FC	social
0.2483786962768441	SC	social
-0.1276873458077595	FC	social
0.2072572864417383	SC	social
0.2531772943841917	FC	social
0.3102811444434163	SC	social
0.1643252436856548	FC	social
0.5836357747672443	SC	social
0.7148585406535041	FC	social
0.3660147518899592	SC	social
0.5339896979326763	FC	social
0.4168140068130929	SC	social
0.4123405906739879	FC	social
-0.1647252330012122	SC	social
-0.2280098718115912	FC	social
-0.427040313226675	SC	social
-0.1000123765570172	FC	social
0.434134372580859	SC	social
0.2771869870031234	FC	social
0.4360176307512036	SC	social
0.6009741468168149	FC	social
0.6020417776517405	SC	social
0.5261976128946945	FC	social
0.3260991746961947	SC	social
0.330524187436208	FC	social
0.3072153899185418	SC	social
0.2713601470962609	FC	social
0.4063509105400639	SC	social
0.56287243427401	FC	social
0.2884794846438028	SC	social
0.3434938601990678	FC	social
0.2560450272821987	SC	social
0.4158194910957873	FC	social
0.3861945130491007	SC	social
0.5646643476073332	FC	social
0.1069016089303715	SC	social
0.2640510610065974	FC	social
0.26483718559894814	SC	social
0.3323481803088874	FC	social
0.37710984806814035	SC	social
0.37710984806814035	FC	social
0.042556300379100714	SC	social
0.044589722965171094	FC	social
0.2929791479216077	SC	valuation
0.4018326565575284	FC	valuation
0.4452177470668273	SC	valuation
0.2295840427685061	FC	valuation
0.0881710008113243	SC	valuation
0.07142722389407101	FC	valuation
0.1772697830383742	SC	valuation
0.3081490097985808	FC	valuation
0.2145551077354266	SC	valuation
0.4315732005988424	FC	valuation
0.1911299858602995	SC	valuation
0.216667390815323	FC	valuation
-0.04308284988166711	SC	valuation
-0.1782599135302115	FC	valuation
0.3168591995266078	SC	valuation
0.2184352912385794	FC	valuation
0.4397578567710774	SC	valuation
0.23073633620991	FC	valuation
0.4065903812885366	SC	valuation
0.3719862469344254	FC	valuation
-0.03884292975991552	SC	valuation
0.1982761041227908	FC	valuation
0.03340546116858936	SC	valuation
0.1360244824019586	FC	valuation
-0.05852539932691384	SC	valuation
-0.322878367734543	FC	valuation
0.3605695029307989	SC	valuation
0.2226423916347118	FC	valuation
0.4838254686047138	SC	valuation
0.4482209500549675	FC	valuation
0.02487387615434643	SC	valuation
0.09160154414592414	FC	valuation
0.2664143857101994	SC	valuation
-0.06270787942917948	FC	valuation
-0.1567559032997661	SC	valuation
0.09827644065505384	FC	valuation
0.1164018927318526	SC	valuation
0.1417349129201753	FC	valuation
-0.4129262974773542	SC	valuation
-0.3950814462031894	FC	valuation
0.3365002729216459	SC	valuation
0.5378099591670663	FC	valuation
0.4607044239100845	SC	valuation
0.3846280545050398	FC	valuation
0.09251378681945953	SC	valuation
0.2589490742869716	FC	valuation
0.4332488067500011	SC	valuation
0.1358455941598535	FC	valuation
0.06865868274177357	SC	valuation
0.2106446731792971	FC	valuation
0.1378762019216511	SC	valuation
0.4078483416183795	FC	valuation
0.09223325830442264	SC	valuation
0.2581890243272643	FC	valuation
0.2968721268856214	SC	valuation
0.3362187735304003	FC	valuation
-0.3226471363197456	SC	valuation
-0.265241428011718	FC	valuation
0.4598240025366293	SC	valuation
0.05610621828934603	FC	valuation
-0.07961086096147062	SC	valuation
-0.02891473454188899	FC	valuation
0.08234944036255801	SC	valuation
0.2830401728695457	FC	valuation
0.2111986248618761	SC	valuation
-0.0538490148538725	FC	valuation
0.3294725226791066	SC	valuation
0.2794429844616519	FC	valuation
0.2472156689819736	SC	valuation
0.2281558030838118	FC	valuation
0.17126563542773002	SC	valuation
0.1682032603978679	FC	valuation
0.1882920542922407	SC	valuation
0.1882920542922407	FC	valuation
0.03752391313402985	SC	valuation
0.03711893866421701	FC	valuation
0.17126563542773002	SC	valuation
0.5876817464188828	SC	affect
0.5444284147293211	FC	affect
0.5630318495437008	SC	affect
0.4766547616177377	FC	affect
0.2594049635520014	SC	affect
0.4177668343840957	FC	affect
0.221396436469137	SC	affect
0.2960028535630724	FC	affect
0.2223829982960059	SC	affect
0.4720149531115318	FC	affect
0.6767899050301173	SC	affect
0.7876033822244057	FC	affect
0.3530200287976043	SC	affect
0.6272455390655806	FC	affect
0.5417637019775045	SC	affect
0.4559831666644987	FC	affect
0.4628161668589295	SC	affect
0.3783031977183948	FC	affect
0.3118129047388216	SC	affect
0.3954462844649575	FC	affect
0.3451811979359481	SC	affect
0.2090954273448132	FC	affect
0.4814451502195269	SC	affect
0.454666407458205	FC	affect
0.3621114093734091	SC	affect
0.4776760369538253	FC	affect
0.4029012311448164	SC	affect
0.4039328252734301	FC	affect
0.305766056190543	SC	affect
0.02628651472260159	FC	affect
0.3523026374651761	SC	affect
0.1671016488761856	FC	affect
0.55052998768126	SC	affect
0.623299312630783	FC	affect
0.3725673663326811	SC	affect
0.5165498913036596	FC	affect
0.6182131310912249	SC	affect
0.5682878148125186	FC	affect
0.6193171463432514	SC	affect
0.6111447307055531	FC	affect
0.3975443700513879	SC	affect
0.3767662554581543	FC	affect
0.6526349572186726	SC	affect
0.6341241264797811	FC	affect
0.7481756657559473	SC	affect
0.8266313328631866	FC	affect
0.3253739622046454	SC	affect
0.2620450114147631	FC	affect
0.4417620262029898	SC	affect
0.5921204733249358	FC	affect
0.3174354964255683	SC	affect
0.02777369973110192	FC	affect
0.4373877497637053	SC	affect
0.5311292172433894	FC	affect
0.03764081238400626	SC	affect
0.2314781505966062	FC	affect
0.4195258602829501	SC	affect
0.4760825765342513	FC	affect
0.5570507259320661	SC	affect
0.5920601575761524	FC	affect
0.4519038593226409	SC	affect
0.5989560791628361	FC	affect
0.6053053938972932	SC	affect
0.4712726609260264	FC	affect
0.5545029057524202	SC	affect
0.2624727980405196	FC	affect
0.4592200774566715	SC	affect
0.4673694316151004	FC	affect
0.6023460155146876	SC	affect
0.6811376696597146	FC	affect
0.6236622223496116	SC	affect
0.5796799246507365	FC	affect
0.5966413682916049	SC	affect
0.3872023045423781	FC	affect
0.593147515871742	SC	affect
0.6317987505193381	FC	affect
-0.009931285985580664	SC	affect
-0.1283465283036545	FC	affect
0.3780565536249884	SC	affect
0.7059132225677558	FC	affect
