participant_id	n_clusters	silhouette_score	davies_bouldin_score	calinski_harabasz_score
HCA6002236	2	0.35083285	1.0727373197094077	1231.9047803962717
HCA6002236	3	0.27556258	1.1779898540170008	1080.462795850867
HCA6002236	4	0.24101359	1.259917930928146	962.5742853460102
HCA6002236	5	0.1901577	1.5005383109767174	827.0582737656242
HCA6002236	6	0.20143452	1.426158010923933	750.8420127333418
HCA6018857	2	0.27706212	1.4258882788288538	698.9649057056404
HCA6018857	3	0.18646258	1.7035619042393366	542.7221033529967
HCA6018857	4	0.18872026	1.645564729247095	462.5599045996777
HCA6018857	5	0.16942807	1.7016582234745392	421.4922767136774
HCA6018857	6	0.18099226	1.6007812749322372	390.4188993055996
HCA6030645	2	0.2933957	1.4577725571728213	592.1654101665293
HCA6030645	3	0.2640516	1.328673386368595	661.195891634697
HCA6030645	4	0.2538419	1.3259397318480262	569.4728970996043
HCA6030645	5	0.2094595	1.452294216272977	527.1436331542675
HCA6030645	6	0.20209172	1.4947058190204874	490.5699864944001
HCA6047359	2	0.4675791	0.8510123286204908	1981.5280684420943
HCA6047359	3	0.27925372	1.2085047035691046	1487.0350730623577
HCA6047359	4	0.24540302	1.2973985625917137	1310.739777098098
HCA6047359	5	0.21974382	1.4460492479176932	1103.4123495849365
HCA6047359	6	0.21139257	1.594479937889374	960.188613592641
HCA6053758	2	0.49523193	0.7272696558989572	2810.498447684867
HCA6053758	3	0.40216327	0.8529753370144643	2668.1146243578896
HCA6053758	4	0.34271568	1.0003414796953591	2454.7525589780657
HCA6053758	5	0.2954063	1.0907193427481097	2186.681234844909
HCA6053758	6	0.26014665	1.2512435562972957	1964.961011885496
HCA6086470	2	0.22208858	1.6279797462445136	589.3065317137267
HCA6086470	3	0.24039316	1.372816358925072	602.8243199022132
HCA6086470	4	0.20453997	1.4157557378172445	549.9038504952509
HCA6086470	5	0.20451254	1.5181551430329994	494.7531648969357
HCA6086470	6	0.17151581	1.589032679630398	444.84806983022696
HCA6108050	2	0.2437808	1.646828442686893	566.8512586029254
HCA6108050	3	0.2119533	1.6846372216332706	466.9118521401801
HCA6108050	4	0.22272415	1.5169677481246893	426.0791909866288
HCA6108050	5	0.21048313	1.522398607040803	412.0497410172193
HCA6108050	6	0.20090464	1.6445744778562466	376.6296482882035
HCA6108151	2	0.40336397	1.1648860877084837	1051.5064095841976
HCA6108151	3	0.40713394	1.135297822403179	899.8247707326628
HCA6108151	4	0.38031933	1.0544237720638414	888.4249670475758
HCA6108151	5	0.25074646	1.2332910393998031	837.2803989547249
HCA6108151	6	0.25342423	1.3162978433714754	766.2344014344148
HCA6110138	2	0.31725034	1.3264556398241223	778.3372177153868
HCA6110138	3	0.22452451	1.3973552602907138	655.2933713906882
HCA6110138	4	0.2443723	1.2605797407901178	633.9401469889239
HCA6110138	5	0.23745634	1.2521518547238473	607.7046956467797
HCA6110138	6	0.22818625	1.2510254985990272	578.1987498649817
HCA6117051	2	0.31144318	1.2129437659561058	1047.9849408795517
HCA6117051	3	0.26097587	1.3208830362238264	875.9226541728744
HCA6117051	4	0.24915096	1.42291199169174	766.2361965958007
HCA6117051	5	0.24133582	1.451483315140909	691.467850972334
HCA6117051	6	0.23794621	1.5134112781674094	634.1738489951857
HCA6119257	2	0.17277434	2.0080343263835294	397.013722502949
HCA6119257	3	0.15711085	1.883782314881204	347.339753646571
HCA6119257	4	0.14909823	1.9280081262918485	306.9983128039645
HCA6119257	5	0.16912301	1.7361905019383344	288.81078179348543
HCA6119257	6	0.16583067	1.7500793873107685	266.6969568767826
HCA6130548	2	0.25699252	1.4397288632325298	754.7270082229161
HCA6130548	3	0.25916284	1.3389329450381269	710.5310880068414
HCA6130548	4	0.22948213	1.368392354508524	642.062806566119
HCA6130548	5	0.21388759	1.4268426408082022	577.8097106592336
HCA6130548	6	0.1853441	1.5852285225879974	514.9449259133238
HCA6139970	2	0.3938888	1.0009393405707452	1304.264175957523
HCA6139970	3	0.24002695	1.440648090641366	981.528763971986
HCA6139970	4	0.24126984	1.4047601694969716	829.5835269348516
HCA6139970	5	0.20303409	1.496358453181161	730.8222214896647
HCA6139970	6	0.20719044	1.4228168980123106	663.6232727018901
HCA6144862	2	0.3977832	0.9702372014974516	1594.3784496676835
HCA6144862	3	0.298677	1.163846948288838	1329.284812323374
HCA6144862	4	0.22595416	1.3669484398550922	1075.5432264508486
HCA6144862	5	0.20849629	1.4851834078661277	925.1364124693688
HCA6144862	6	0.2296656	1.4272670838913055	843.0143896346124
HCA6162662	2	0.23824398	1.59165877128396	598.4631101619885
HCA6162662	3	0.22505616	1.447009564945924	575.1385444419184
HCA6162662	4	0.19472326	1.5005376934516952	498.5619120420518
HCA6162662	5	0.20714173	1.4074024565466143	461.29875507294827
HCA6162662	6	0.21837343	1.3186702908047765	436.8770785972453
HCA6166973	2	0.3174261	1.213684562017274	1072.75096550804
HCA6166973	3	0.23522434	1.4142252688151686	791.899429914836
HCA6166973	4	0.22224323	1.5249066549569856	662.2421776160944
HCA6166973	5	0.20996694	1.5594007601888564	600.5459431759806
HCA6166973	6	0.20609617	1.4725036506082745	562.8731356551225
HCA6183064	2	0.48326215	0.8132796249118579	1437.9527693538637
HCA6183064	3	0.39829668	0.8879730846262421	1628.2609449235442
HCA6183064	4	0.33642682	1.036368925750068	1523.6814230608798
HCA6183064	5	0.29524636	1.1257015367616934	1379.260448749605
HCA6183064	6	0.30144882	1.060367887772711	1254.009883084609
HCA6197580	2	0.38917556	1.0558573929677342	1089.6826796113369
HCA6197580	3	0.32431442	1.0817838856186714	1115.9408922220373
HCA6197580	4	0.312345	1.201001046367556	982.7004299643864
HCA6197580	5	0.23668699	1.2958853623290938	853.2437497063372
HCA6197580	6	0.24133311	1.357337562067453	783.7425356989479
HCA6198582	2	0.3957849	0.957466648096535	1383.62404210847
HCA6198582	3	0.2716518	1.286264325611973	1130.9946522897076
HCA6198582	4	0.2948243	1.102146583219265	1082.8499070789835
HCA6198582	5	0.2718755	1.1566900427666424	1022.3968878728924
HCA6198582	6	0.26297966	1.1906294391020762	940.7475356861804
HCA6234964	2	0.38866025	0.9864027238203276	1430.191081996598
HCA6234964	3	0.33070135	1.0236198483969454	1348.3353087176758
HCA6234964	4	0.28547814	1.1409259368744564	1207.549316172462
HCA6234964	5	0.29566482	1.1041699208269058	1086.0090014393152
HCA6234964	6	0.25502142	1.2075673668953744	1015.4421278182572
HCA6253867	2	0.28647318	1.618068580741335	514.0495980872458
HCA6253867	3	0.20759645	1.5990486073331127	477.33791681965664
HCA6253867	4	0.21044114	1.5008624768102306	434.5155263756826
HCA6253867	5	0.21109854	1.4645038346192625	410.06661058281225
HCA6253867	6	0.21321419	1.451013303580325	404.27105603626575
HCA6276475	2	0.38356143	0.9928539280897604	1580.549761593124
HCA6276475	3	0.27365562	1.2973652290018256	1230.6676539079072
HCA6276475	4	0.26667786	1.261334609991378	1080.097198066382
HCA6276475	5	0.24513596	1.388056008381203	927.9804273591536
HCA6276475	6	0.2108133	1.4491793210834842	838.1767636497527
HCA6280668	2	0.2738242	1.406960690989426	789.2726985926001
HCA6280668	3	0.18700334	1.68572075969247	587.591213248434
HCA6280668	4	0.19058284	1.655670510226117	492.7992000602911
HCA6280668	5	0.19974968	1.5488152647141071	454.99910273004696
HCA6280668	6	0.19929425	1.5238206468203186	419.3327442527158
HCA6291976	2	0.39834043	0.989037798792782	1525.5567976545954
HCA6291976	3	0.33227634	1.1487565993651552	1258.7476158490022
HCA6291976	4	0.33582285	1.0173046805167407	1229.6060469087988
HCA6291976	5	0.28685874	1.1763374729438372	1095.2225545853726
HCA6291976	6	0.2955804	1.126248643050615	1020.723922647534
HCA6295782	2	0.41266295	0.927599370009512	1425.153959849641
HCA6295782	3	0.28679225	1.1852719070988484	1213.2743490208936
HCA6295782	4	0.26401597	1.400879178130375	1003.953371222065
HCA6295782	5	0.23209816	1.3842821385278796	900.8118368312496
HCA6295782	6	0.2505202	1.2423856271038125	858.9541359322005
HCA6307056	2	0.49959195	0.8167636206207994	2122.705318518905
HCA6307056	3	0.34556502	1.0805908551194434	1684.534091743227
HCA6307056	4	0.27045968	1.2710596266888228	1435.337206385355
HCA6307056	5	0.20578119	1.4114962177533814	1195.361702823615
HCA6307056	6	0.18937711	1.5513202312249312	1055.0516422934206
HCA6312352	2	0.33549887	1.2099626037069935	1045.1932196490343
HCA6312352	3	0.34230682	1.0158778945506295	1033.353237128095
HCA6312352	4	0.33314475	1.1132018190503905	1034.585155179883
HCA6312352	5	0.32415158	1.104854386670742	1002.3821266171566
HCA6312352	6	0.30567476	1.1444655153141572	907.9258790662276
HCA6320048	2	0.42808858	1.1043190790130155	1143.3054967761902
HCA6320048	3	0.28589267	1.5087524467924538	828.6390094812043
HCA6320048	4	0.26498204	1.4787077511681463	669.4656540705898
HCA6320048	5	0.164486	1.7141458365246642	584.0410216652837
HCA6320048	6	0.1767747	1.571888411236508	531.6723940933036
HCA6326767	2	0.25179112	1.6279082955968014	510.1009937572219
HCA6326767	3	0.18794926	1.7793955636260457	424.2541884932712
HCA6326767	4	0.20234247	1.7009217883061345	377.18486462346016
HCA6326767	5	0.16169412	1.7788334618914738	337.40817775128124
HCA6326767	6	0.15237056	1.7585127378166916	307.2705191637239
HCA6337974	2	0.27282748	1.4745291224756965	665.780383316099
HCA6337974	3	0.28408402	1.3418140570788069	594.1751975913719
HCA6337974	4	0.21669455	1.4495503037373858	551.7730492064837
HCA6337974	5	0.23656216	1.3287851269830024	512.6998246461194
HCA6337974	6	0.20320474	1.4369629077394706	472.4525042461576
HCA6363167	2	0.2958481	1.2542207906797491	1007.5821159142008
HCA6363167	3	0.2084816	1.5094196795601986	763.6107394134827
HCA6363167	4	0.20321986	1.688276367448199	618.2255144003877
HCA6363167	5	0.17526393	1.6322406670844678	549.9863828927694
HCA6363167	6	0.18116663	1.5841738391520508	488.4473793955237
HCA6372875	2	0.34409648	1.2164238091138813	931.5066877586268
HCA6372875	3	0.2406221	1.3902345846733386	750.1947944939751
HCA6372875	4	0.22705114	1.2895536874281226	692.9221372102086
HCA6372875	5	0.22416434	1.3164693798838971	626.2705183368116
HCA6372875	6	0.20675339	1.3392478937770225	576.3632921075681
HCA6374576	2	0.38575026	1.021536551342651	1413.886722623839
HCA6374576	3	0.29061374	1.1960881192625086	1196.8268125004354
HCA6374576	4	0.25977212	1.3353325631248905	1044.1061455131146
HCA6374576	5	0.27618143	1.2442290341304614	931.0208131515178
HCA6374576	6	0.24282086	1.3940333660436917	834.781110898617
HCA6375275	2	0.2066264	1.7856602258459384	491.44031631952254
HCA6375275	3	0.20216781	1.6887388751808767	447.68131819516543
HCA6375275	4	0.19867092	1.5418491466644737	409.3070428629853
HCA6375275	5	0.19476293	1.7001007501079042	369.9069667147288
HCA6375275	6	0.17181444	1.6803853900626964	346.08143202362777
HCA6400450	2	0.3041771	1.3911566248908265	742.2668744745342
HCA6400450	3	0.2514343	1.3930876493584812	649.4428531763238
HCA6400450	4	0.21833281	1.603920528825692	545.2768315876646
HCA6400450	5	0.21667026	1.5238094935229227	477.65514569165066
HCA6400450	6	0.17986195	1.635725511353742	444.82790085824814
HCA6409165	2	0.3388091	1.2186632142641745	1035.0477618413267
HCA6409165	3	0.24942623	1.4939651461767418	795.7041784548472
HCA6409165	4	0.2466411	1.3558572502857285	679.3619800801124
HCA6409165	5	0.20144932	1.4794837553033884	602.5241984541466
HCA6409165	6	0.20708236	1.5720888293164308	548.5199296271373
HCA6421963	2	0.38676172	0.9647518729615616	1640.6567253458118
HCA6421963	3	0.3039643	1.113127650622742	1401.0720837975414
HCA6421963	4	0.23099317	1.338179832717119	1154.8239100370452
HCA6421963	5	0.22829464	1.412839327987274	1005.6924300141396
HCA6421963	6	0.21212813	1.387579700096044	910.4993141037048
HCA6429272	2	0.3355585	1.171213913468959	947.6753410786104
HCA6429272	3	0.28751802	1.2874866344423743	849.857792147984
HCA6429272	4	0.2394557	1.317705093811708	751.3083029983143
HCA6429272	5	0.23628676	1.4078507803209663	658.9054793396925
HCA6429272	6	0.19568215	1.5154248170301845	601.0465797356793
HCA6436774	2	0.20301512	1.765173572677501	492.9318900137335
HCA6436774	3	0.19497849	1.5942993994504338	471.06022527976825
HCA6436774	4	0.17140913	1.72081792520027	390.2025149491878
HCA6436774	5	0.16835445	1.7955984770743605	356.0683070370689
HCA6436774	6	0.16248839	1.7497863884425469	328.4927781752169
HCA6439780	2	0.21276622	1.7113734940760237	533.6854012620171
HCA6439780	3	0.18347919	1.6797474694269263	463.9063518053106
HCA6439780	4	0.1543057	1.794319839463035	396.2745373821567
HCA6439780	5	0.15988535	1.6668361689616211	353.0844339391528
HCA6439780	6	0.16698225	1.6196004095392338	326.68274507113
HCA6451366	2	0.31439304	1.2470918547857486	907.0409744345112
HCA6451366	3	0.299986	1.2257191957312843	759.636570019413
HCA6451366	4	0.2653719	1.1603669343997942	729.2971460753897
HCA6451366	5	0.27433705	1.1010702549472815	706.4729741748066
HCA6451366	6	0.26102692	1.1287198989937215	698.1827983035164
HCA6464678	2	0.48003063	0.7886225967298583	2358.7598388223105
HCA6464678	3	0.37226784	0.9999609589552874	2065.7078850741414
HCA6464678	4	0.2850191	1.249598674117478	1704.3635675374237
