,0,1,2
0,-0.003821489,0.0056430907,0.00013304941
1,0.020461876,0.015576901,0.0064740055
2,-0.0068486733,-0.009772885,-0.0038572494
3,0.019806921,0.004252726,0.00453562
4,0.006973666,0.009976164,0.0037882794
5,0.026320681,0.0061237114,0.007234079
6,0.022907114,0.011430583,0.008047137
7,0.026013322,0.0035677429,0.0062592225
8,0.00649494,-0.0026544554,-0.002430152
9,0.01399893,-0.0070326384,0.0025726506
10,0.0158513,-0.014609882,-0.0022575404
11,0.024555458,-0.0009941834,0.0024145467
12,0.02070284,0.0075292597,0.006447916
13,0.018299278,-0.0030487543,0.0010748503
14,0.009353994,0.003375693,0.004408993
15,0.011130543,-0.00095744897,-0.0011993457
16,0.019449102,0.00041065042,0.0016126345
17,0.019936178,0.0030023542,0.004197321
18,0.015276227,0.009282067,0.006153218
19,0.01726869,-0.0007010655,0.003803488
20,0.012412943,-0.005066231,-0.00060337025
21,0.018588627,0.004097682,0.0016683708
22,0.014723517,-0.0034035493,0.00052132417
23,0.009382083,0.016493475,0.0041546016
24,0.021389566,-0.0068135015,0.0035343368
25,0.0058709234,-0.00259406,-0.0006343912
26,0.015946832,-0.0014515974,-0.0011715144
27,-0.011358302,-0.010495629,-0.005749343
28,0.009036402,-0.0043345843,0.00019671688
29,-0.00524939,0.014532976,0.0028290323
30,0.011056076,0.005481203,0.0034553302
31,0.010849603,0.002653528,0.0020790314
32,0.014413304,0.0063607977,0.0046101245
33,0.0055120382,0.0042208084,0.0024984893
34,0.01402023,0.0069280984,0.005152411
35,0.0088956235,-0.0070544695,0.0020742666
36,0.011302034,0.0033655374,0.0025411267
37,0.026994886,0.0149481855,0.010028118
38,0.012543953,-0.004346698,-0.00031200043
39,0.018075015,0.011485795,0.0069564073
40,0.00805237,-0.002981118,-0.00015584033
41,0.0108320145,-0.0028353867,-0.0009061734
42,0.016607922,-0.004299404,0.0023966776
43,0.009042627,0.00079317007,0.0012670301
44,0.0067023607,0.002265949,0.0019150835
45,0.005473718,-0.0017862392,0.0013736609
46,0.009177992,-0.000689885,0.0030462467
47,0.019181535,0.0017078965,0.003096056
48,0.018485548,0.0044847284,0.005609418
49,0.010582909,0.005120388,0.003463814
50,-0.002445025,0.011066333,0.0023182568
51,0.0022804358,0.004990024,0.0030328163
52,0.009007494,0.0053461357,0.0027910434
53,0.019764515,-0.0031428153,-0.001081461
54,0.009222121,-0.006248893,-0.00082287984
55,0.014020302,0.0034073226,0.003269845
56,0.022880506,0.012898528,0.0067555844
57,0.01719027,0.0020711566,0.0028597736
58,0.014935011,0.005599378,0.0030236898
59,0.025079291,-0.00041832586,0.005226912
60,0.012341219,-0.0039638556,0.002550875
61,0.008311058,0.0018225855,0.0017376068
62,0.010358368,-0.016152587,-0.0032230692
63,0.02095583,0.013474987,0.0064963
64,0.011262381,0.006736822,0.0037641127
65,0.012166625,0.0040633627,0.0025235936
66,0.017775662,0.011948463,0.0054307133
67,0.016110122,0.009801675,0.0041329316
68,0.0060274913,0.0046072854,0.002320975
69,0.017761113,0.0001919219,0.0025275794
70,0.0069482666,0.0057707727,0.003680265
71,0.017055994,0.007672584,0.005524098
72,0.0013396387,0.011142382,0.0036144732
73,0.0059898933,-0.0028394645,0.00052188477
74,0.006731305,-0.004151051,0.0001822921
75,0.018495576,0.0025721884,0.0040617767
76,0.006453168,0.018231615,0.004978204
77,0.022255193,0.0062989406,0.0059783976
78,0.014900338,-0.00072112784,0.002426956
79,0.026272923,0.0031309468,0.004153536
80,0.022825707,0.005027988,0.003623415
81,0.00584941,0.008501563,0.0028311196
82,0.023838257,0.0015236957,0.0061855284
83,0.0032762235,-0.0075632865,-0.0011086025
84,0.016814634,0.007058103,0.00579989
85,0.038316667,-0.0033008095,0.007398976
86,0.023330478,-0.0060470984,0.0028906937
87,0.01622134,0.008416762,0.0061266012
88,0.009544572,0.008313859,0.0053194272
89,0.019167358,0.009840382,0.0059210183
90,-0.01996162,-0.030810602,-0.013297414
91,0.015910195,-0.011170739,-0.00076221064
92,0.007792639,0.008233455,0.004077087
93,0.022662826,0.006354568,0.006910442
94,0.004977798,0.004367055,0.0028918516
95,0.013795758,-0.0008872897,0.0015066717
96,0.022220679,-0.008676741,-0.00090955297
97,0.013212577,0.0032607433,0.0040796604
98,0.009638133,-0.010788954,0.0016016307
99,0.012056371,-0.0031011528,0.002497791
100,0.022790153,-0.0037429712,0.0018995709
101,0.0051083732,0.005186968,0.0012651946
102,0.022374392,3.27701e-05,0.00506354
103,0.0024651762,0.009585217,0.0006814186
104,-0.003244094,-0.007348825,-0.0032190445
105,0.02086123,-0.008856814,0.0033341362
106,0.001016306,0.0011574826,0.002278971
107,0.023193914,-0.0003518902,0.0030620475
108,0.0019558468,0.004272107,0.0023650993
109,0.011549695,0.0010038556,0.0021108242
110,0.015917547,0.0046110223,0.006822033
111,0.021390565,0.0055516167,0.0068805455
112,0.026026066,-0.0014907797,0.0042754733
113,0.025222495,-0.0027237448,0.0026694187
114,0.0059789,0.0022525236,0.0013429533
115,0.023820784,-0.00089123356,0.003067733
116,0.014348704,-0.014656045,-0.003093454
117,0.039127756,-0.0002328952,0.006721415
118,0.0043077013,0.0043905615,0.00045971572
119,0.036489934,0.0034131003,0.0055167307
120,0.017369853,0.009033961,0.0059927795
121,0.015726836,0.010703992,0.0053715613
122,0.014877921,0.0017048867,0.0024525553
123,0.0028746694,0.00737247,0.0029576172
124,0.016316688,-0.00038453395,0.0032479598
125,0.02043024,-0.0037821091,0.001029163
126,0.015673699,0.0041506495,0.004631119
127,0.0061830757,0.012058163,0.0044788583
128,0.0008184689,-0.009631688,-0.002365949
129,0.014618798,0.002586724,0.0043110657
130,0.019264696,0.013146987,0.0058647757
131,0.02637471,0.0028734598,0.0067330343
132,0.042508017,-0.009051349,0.004670895
133,0.025551802,0.008340969,0.007260133
134,0.015285945,0.0046254313,0.00434219
135,0.029362544,0.0045124767,0.0063377386
136,0.011981674,-0.002541064,0.0011476169
137,-0.010818214,-0.021349775,-0.010120042
138,0.008934237,-0.009400039,0.00020908652
139,0.02701892,0.016029209,0.0075413687
140,0.00031993064,-0.0050354446,0.00032084272
141,0.017950486,0.004505294,0.0029609415
142,0.0010055103,0.0035124456,0.00016942389
143,-0.002636982,0.00876398,0.0014042412
144,0.007853644,-0.0051138275,3.6239275e-05
145,0.017018786,-0.00344542,0.0027607048
146,0.0065325457,-0.010568114,-0.0005529466
147,0.019768678,0.013535848,0.005615117
148,0.02453812,-0.00974399,0.001881635
149,0.0037255618,0.0059475494,0.0022137852
150,-0.0060859267,0.013770833,0.0032592136
151,0.019306017,-0.007669769,0.00081611646
152,0.013423946,-0.0005475587,0.00096872903
153,-0.0027753694,0.013154457,0.002166647
154,0.006832575,-0.006038864,0.0010592099
155,0.011107602,0.00817766,0.004214129
156,0.023619223,-0.0035626986,0.0024472987
157,0.021027403,0.003466554,0.0043225847
158,0.014612365,-0.010191641,0.0014512393
159,0.007787611,-0.005986424,-0.002288845
160,0.00525364,-0.00028348237,-0.001042055
161,0.009726714,0.0021616777,0.0023102341
162,0.027788056,0.007072908,0.0045729885
163,0.010076426,-0.0015489836,-0.00087877613
164,0.017890915,0.008500646,0.0073178355
165,0.01910298,0.0037977793,0.002997876
166,0.043246325,0.005229504,0.008963227
167,0.01936073,4.180381e-05,0.0034416849
168,0.01882016,3.2676682e-05,0.0017570996
169,0.021457834,0.0051560258,0.0059528425
170,0.017264063,0.010117612,0.0063374867
171,0.011104951,0.0067035956,0.0021336528
172,0.023960736,0.0023479187,0.004211846
173,0.007324087,0.0007738264,0.00025596563
174,0.012617957,-0.0065559233,-0.0019858058
175,0.010282021,-0.0072725173,0.00041936594
176,0.020255432,0.0048600165,0.0032374242
177,0.0034591006,0.010039131,0.004053761
178,0.024261063,0.0015807279,0.0060920683
179,0.010838851,-0.004191805,0.0009124456
180,-0.0077085006,0.009417297,0.00025711983
181,0.003615135,0.0039643887,0.001642738
182,-0.0044639725,-0.010947242,-0.004631671
183,0.018314412,0.006516737,0.0022585052
184,0.018367294,-0.00076674344,0.0047740517
185,0.0065566706,-0.005133837,0.0004021067
186,0.013409624,-0.0051895906,-8.65332e-05
187,-0.0016053264,0.00910727,0.003574244
188,0.0101514645,0.008428095,0.0021415332
189,0.012913041,0.0017675582,0.0036108738
190,0.0036285259,0.016190937,0.005394242
191,0.0124311475,0.00030217972,0.0028103709
192,0.0055684717,0.0010846865,-0.0008438061
193,0.006801783,-0.0013989849,0.00045196622
194,0.0063620247,-0.015992764,-0.0061899587
195,0.025146374,0.002888639,0.0011873464
196,0.017281875,0.0015971072,0.002150871
197,0.008651821,0.0048900284,0.0023383948
198,0.008475766,-0.0030141533,0.0005126142
199,0.00096846226,-0.017619006,-0.004910909
