participant_id	n_clusters	silhouette_score	davies_bouldin_score	calinski_harabasz_score
sub-002	2	0.33968252	1.078358362904235	1356.364201548568
sub-002	3	0.24446882	1.3804155980538229	1071.046138772719
sub-002	4	0.2622382	1.3199172356576216	968.4621667092044
sub-002	5	0.22031471	1.3485860006373938	869.6235308898586
sub-002	6	0.18719345	1.5008810022991217	768.6458076537701
sub-003	2	0.18266983	1.9438605463591303	446.487705823234
sub-003	3	0.14757961	1.9965635467710177	364.1550086469615
sub-003	4	0.14966054	1.8124623651820255	337.7269545930681
sub-003	5	0.16308786	1.7230572126756023	316.773366787674
sub-003	6	0.15547541	1.782675560870458	284.09344805263873
sub-004	2	0.17057589	2.0142654961721456	412.0137255138052
sub-004	3	0.19266838	1.7427942459093797	424.58918648257736
sub-004	4	0.18971747	1.589793791797783	413.5940120759656
sub-004	5	0.17741305	1.607121187821539	384.6148209115032
sub-004	6	0.17297949	1.792369299007201	346.7989577585748
sub-007	2	0.2794844	1.5062766006505597	680.1648737951546
sub-007	3	0.20715189	1.5506949350117676	617.8836091895247
sub-007	4	0.20567471	1.5611786580093492	502.6078826845741
sub-007	5	0.15374614	1.765774516579555	436.952767310062
sub-007	6	0.16482544	1.7605978311527497	396.3519420967515
sub-008	2	0.20049036	1.76179171516333	548.5343607650003
sub-008	3	0.18598664	1.7104457804230997	495.433416005444
sub-008	4	0.1574044	1.8803195102874477	402.8455950832211
sub-008	5	0.14989184	1.8231287605306643	357.3055543343967
sub-008	6	0.14576736	1.8930991014751823	320.59330973395026
sub-009	2	0.27055258	1.463472558961769	766.6846980402557
sub-009	3	0.17698921	1.803832711767629	541.1134814739903
sub-009	4	0.19209717	1.559621429824042	472.40380524377446
sub-009	5	0.17698286	1.7182239570011697	435.42257616861815
sub-009	6	0.18025279	1.7441344615070165	391.0175198702461
sub-010	2	0.19508299	1.865893853060925	460.2451709516176
sub-010	3	0.17811352	1.9088091371745757	364.71376378903074
sub-010	4	0.14958592	2.0146484160280917	308.6418193309295
sub-010	5	0.13357645	2.0763103582724924	280.5851150863959
sub-010	6	0.14073606	1.9133603582455596	263.12913263056765
sub-011	2	0.3823383	1.0943198148560005	1218.0287697182189
sub-011	3	0.272216	1.274287360471715	969.5795415808526
sub-011	4	0.29501066	1.1854082472028893	895.6581167810617
sub-011	5	0.30709368	1.183179319344256	859.0964746086992
sub-011	6	0.29164293	1.149388994143021	806.3798752577776
sub-012	2	0.43316582	0.9324844628704172	1808.859135784051
sub-012	3	0.34031802	1.0943244838534625	1567.6162807371766
sub-012	4	0.24472614	1.334876388631404	1273.5168427788094
sub-012	5	0.22485845	1.3946127042146792	1120.1966600255455
sub-012	6	0.21416658	1.4528989223379334	1000.3146021511598
sub-013	2	0.40827852	0.984130391855819	1525.4282094619173
sub-013	3	0.25537327	1.438334224689334	1127.6937097257078
sub-013	4	0.24030584	1.3573292156939678	997.3614540387892
sub-013	5	0.22416465	1.5081601028838287	855.1940551851429
sub-013	6	0.2001738	1.5927413931216667	766.0987447004252
sub-014	2	0.25945574	1.568896027754252	560.8175451627878
sub-014	3	0.18327364	1.7575735153325358	495.8834099025476
sub-014	4	0.17732452	1.7611951653202638	438.4623585592964
sub-014	5	0.1725282	1.7133673862218166	388.8035502177552
sub-014	6	0.16629124	1.7602046434744452	351.4145490688836
sub-015	2	0.2919102	1.5202523007420434	665.1564642664633
sub-015	3	0.25206554	1.456626899619275	551.5521958128274
sub-015	4	0.23336826	1.5270266457166235	532.7693433264208
sub-015	5	0.23103791	1.68198893471505	457.3842165053545
