participant_id	n_clusters	silhouette_score	davies_bouldin_score	calinski_harabasz_score
105040_15	2	0.15285778	2.262575647521899	138.86768117086228
105040_15	3	0.15690915	2.108280582596855	129.97827356634477
105040_15	4	0.12839562	2.0440879996398893	112.11187547971194
105040_15	5	0.14393573	2.0052736028978937	103.77411864442328
105040_15	6	0.12995772	2.167459377526764	93.6144662252553
107842_19	2	0.15506153	2.202833280157557	148.47850730730147
107842_19	3	0.15415378	2.002269126857432	137.5483295436764
107842_19	4	0.15653141	1.8336610179171964	128.51433536282508
107842_19	5	0.17025495	1.8131967990590805	124.0557939165224
107842_19	6	0.1660803	1.878868222534984	113.08998864921914
107842_25	2	0.22194922	1.7830977378886634	215.44074499379116
107842_25	3	0.18868531	1.959943612702236	166.36210850986672
107842_25	4	0.17810985	1.8939826368512824	146.75914623463018
107842_25	5	0.16361476	1.7934449677779205	134.91780120912688
107842_25	6	0.1736896	1.6850655382723367	129.03145288127513
11228_18	2	0.13794157	2.4328668706527163	125.89295828201966
11228_18	3	0.13826935	2.0600145332143787	121.55034634906836
11228_18	4	0.11830756	2.3473141016536303	100.7437455112035
11228_18	5	0.116232924	2.1843538023744262	90.1756191449008
11228_18	6	0.11345819	2.16709492819942	83.3141625443795
116056_12	2	0.16148157	2.0361427843117728	162.28344643772402
116056_12	3	0.17122577	1.895087650557108	155.72142679809994
116056_12	4	0.14375973	1.987396311588828	129.68672013193827
116056_12	5	0.14679651	2.064565434240996	113.5969408803163
116056_12	6	0.14471903	1.8923296070806324	102.125934944601
116845_24	2	0.16113502	2.0833983730785657	166.50035383710508
116845_24	3	0.13735178	2.1382860576200104	135.44489462788064
116845_24	4	0.11213686	2.2678441229520963	108.9826300014534
116845_24	5	0.112566955	2.431863252009649	95.8554595468906
116845_24	6	0.107823506	2.326324859208832	86.58853767385497
146505_15	2	0.15070383	2.2196357231479587	152.22634524680842
146505_15	3	0.14029478	2.369469611661078	118.5051981859543
146505_15	4	0.11950276	2.303974736721934	100.72242324843678
146505_15	5	0.11901552	2.148868061711936	92.20544953493788
146505_15	6	0.12464151	2.057887220392092	85.34458599610777
146505_21	2	0.22447912	1.7629065391269447	238.88156329189732
146505_21	3	0.20859544	1.6401886452193146	211.3039284214038
146505_21	4	0.17869979	1.7251429818393698	191.37629112867285
146505_21	5	0.16108121	1.7501044498834897	167.91717787812212
146505_21	6	0.16204321	1.8174863799227083	152.56255890726442
157075_31	2	0.14872573	2.286308377470618	139.7107078338215
157075_31	3	0.12391969	2.3061994819804528	114.71603870228589
157075_31	4	0.12987877	2.195853032312791	103.09772030050289
157075_31	5	0.117704645	2.1354088267667257	93.73825279802068
157075_31	6	0.11474082	2.127402564287308	85.87629538447219
158643_34	2	0.19587606	1.8776702623113288	211.83832675719583
158643_34	3	0.12973692	2.3134037573235173	149.64465022047068
158643_34	4	0.13918266	2.09343258196139	128.8458833268343
158643_34	5	0.13304727	2.1940113776928354	110.5874226245495
158643_34	6	0.122467734	2.1834968688560745	98.108641527635
185373_20	2	0.22008127	1.702018313603497	252.1743631195012
185373_20	3	0.18434161	1.9412127561830577	184.9012192185095
185373_20	4	0.15217856	2.066135290675656	156.39539016196318
185373_20	5	0.14383428	2.0116209018307862	132.72133550245317
185373_20	6	0.1323159	2.2150025985948347	118.89378837581762
185373_26	2	0.17411165	2.050240119704131	177.86013184259434
185373_26	3	0.16167085	2.0343945131825145	137.46024139455767
185373_26	4	0.124783695	2.2884464334380192	115.40722623857933
185373_26	5	0.1237942	2.2218079473289563	103.18172689420943
185373_26	6	0.12507112	2.137803786761713	93.25926619397028
189896_14	2	0.26559654	1.6183278764377256	276.3622897964313
189896_14	3	0.24192904	1.6607821599920003	210.9646669491524
189896_14	4	0.17198592	1.8645962740424933	186.04549599669636
