n_clusters,silhouette_scores,davies_bouldin_scores
2,0.399672810428214,1.2462351991550051
3,0.4000946478207466,0.9877201556852521
4,0.3794337645634629,0.891466693702463
5,0.3548577441183361,1.001945146513346
6,0.35245748285248757,0.8959956558717085
