n_clusters,silhouette_scores,davies_bouldin_scores
2,0.2757070840227002,1.4005824215077443
3,0.29098150472124107,1.326891176364786
4,0.28029754648879623,1.379261619001273
5,0.2932900647969136,1.311228322847425
6,0.27505218670296167,1.3382313816215126
