n_clusters,silhouette_scores,davies_bouldin_scores
2,0.33351333340273526,1.3124419454549803
3,0.3600413007891556,1.0306815033695418
4,0.3442093802165223,1.0994915596297716
5,0.3444274004767605,1.0969175203155903
6,0.32877877541977707,1.1704188774739448
