name_1,Mye,SC,BEN,GMV,NR
Mye,,0.7097385072068616,0.5279952285096549,0.5027444176050987,0.5067368783786694
SC,0.7097385072068616,,0.5986474576974729,0.6243034980261014,0.5638207772036754
BEN,0.5279952285096549,0.5986474576974729,,0.7470294651345847,0.7368234162756394
GMV,0.5027444176050987,0.6243034980261014,0.7470294651345847,,0.6560928668615312
NR,0.5067368783786694,0.5638207772036754,0.7368234162756394,0.6560928668615312,
