name_1,Mye,SC,BEN,GMV,NR
Mye,,0.4173000368158359,0.27025798015454755,0.4092913868613601,0.2990293843515228
SC,0.4173000368158359,,0.40315218961349686,0.42731598533321025,0.3372866004734219
BEN,0.27025798015454755,0.40315218961349686,,0.4739934226486573,0.37004177511614245
GMV,0.4092913868613601,0.42731598533321025,0.4739934226486573,,0.33167406963648816
NR,0.2990293843515228,0.3372866004734219,0.37004177511614245,0.33167406963648816,
