name_1,Mye,SC,BEN,GMV,NR
Mye,,0.460677325277858,0.3900148948468276,0.38242003035866134,0.38412568306010925
SC,0.460677325277858,,0.4505016419723783,0.5232290798806589,0.45806173952306684
BEN,0.3900148948468276,0.4505016419723783,,0.4412870378957209,0.5088997826908156
GMV,0.38242003035866134,0.5232290798806589,0.4412870378957209,,0.553153151619091
NR,0.38412568306010925,0.45806173952306684,0.5088997826908156,0.553153151619091,
